username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017-03-03 20:47;0;0;"#shutdownJNU";;;#shutdownJNU;"837683315037581312";https://twitter.com/vinod_kumarsm/status/837683315037581312
;2017-03-03 19:52;0;1;"पढ़ेगा इंडिया तो,बढ़ेगा इंडिया लेकिन यह कोनसी पढ़ाई है जो इन को देशद्रोही बना रही है ! #shutdownjnu";;;#shutdownjnu;"837669576070541312";https://twitter.com/prem_pc46/status/837669576070541312
;2017-03-03 18:48;0;0;"अगर देश द्रोहियो का विरोध करना हमें गंवार बताता है तो हमें गर्व है गंवार होने पर! _ #ShutDownJNU";;;#ShutDownJNU;"837653448229277696";https://twitter.com/Ambrish14935215/status/837653448229277696
;2017-03-03 17:51;0;0;"#ShutDownJNU https:// twitter.com/AnjuNagarajan/ status/837620209682903040 …";;;#ShutDownJNU;"837639088882638849";https://twitter.com/hiteshray1/status/837639088882638849
;2017-03-03 16:31;0;0;"कितना टाइम..?? #shutdownJNU लाइक करे हमारे पेज को (y) (y) हिंदुत्व जिंदाबाद था जिंदाबाद हैं और जिंदाबाद... http:// fb.me/5xIFmBpDN";;;#shutdownJNU;"837618899894042625";https://twitter.com/Satveer_Birkali/status/837618899894042625
;2017-03-03 16:15;0;1;"Not only ABVP even a common man listen anti indian slogan anywhere. He was hv done same thing. #ShutdownJNU #BanABVP";;;#ShutdownJNU #BanABVP;"837615018837438465";https://twitter.com/Being_Stranger/status/837615018837438465
;2017-03-03 15:34;0;0;"#ShutDownJNU where traitors born.";;;#ShutDownJNU;"837604598479224836";https://twitter.com/neerajshuklaup/status/837604598479224836
;2017-03-03 15:21;3;13;"अगर देश विरोधी नारे और पोस्टर लगाना #FreedomofSpeech है,तो ऐसे लोगो को ठोकना हर हिन्दुस्तानी का #FreedomOfAction है!! #shutdownJNU";;;#FreedomofSpeech #FreedomOfAction #shutdownJNU;"837601229261844480";https://twitter.com/Avdhesh___/status/837601229261844480
;2017-03-03 11:40;3;4;"#JNU became matter of National Embarrassment. #ShutDownJNU #JNUShame If #BJP cannot handle JNU then stop Government Funding. @PMOIndia";;@PMOIndia;#JNU #ShutDownJNU #JNUShame #BJP;"837545703165435904";https://twitter.com/parul19807/status/837545703165435904
;2017-03-03 09:39;0;1;"महामहिम राष्ट्रपति जी कुछ विश्वविद्यलयों को राजनीती की मंडी बना दिया गया है । कृपया संज्ञान लें ।। #shutdownJNU";;;#shutdownJNU;"837515142795575300";https://twitter.com/pradeepatri2005/status/837515142795575300
;2017-03-03 09:23;0;1;"Need of the hour is 'Azadi from #JNU '. Enough of Dramabazi from this Anti National Institute. #ShutDownJNU "Azadi for Kashmir"";;;#JNU #ShutDownJNU;"837511301542764545";https://twitter.com/devashishdash/status/837511301542764545
;2017-03-03 07:57;46;17;"'Azadi for Kashmir' poster surfaces in JNU, #ShutDownJNU , #AfzalPremiGang continues it's anti~national activities. http:// toi.in/x9pETZ/a19ci";;;#ShutDownJNU #AfzalPremiGang;"837489503501615104";https://twitter.com/shitijsrivastav/status/837489503501615104
;2017-03-03 07:05;0;0;"#ShutdownJNU";;;#ShutdownJNU;"837476519752630272";https://twitter.com/marula_muniya/status/837476519752630272
;2017-03-03 00:18;0;0;"#ShutDownJNU #UPA_HM14RS_DSU_NaxLFr";;;#ShutDownJNU #UPA_HM14RS_DSU_NaxLFr;"837374014825906177";https://twitter.com/risutiwariRt/status/837374014825906177
;2017-03-02 23:22;0;0;"अगर देश विरोधी नारे और पोस्टर लगाना ही Freedom of Speech है, तो ऐसे लोगो को ठोकना हर हिन्दुस्तानी का Freedom Of Action है!! #ShutDownJNU pic.twitter.com/bvogqlEMun";;;#ShutDownJNU;"837360097122791424";https://twitter.com/manojbhatt0/status/837360097122791424
;2017-03-02 22:49;0;0;"Plz stop this anti-national colg so called #JNU #JNUAzaadiLeague #shutdownJNU #timesindia";;;#JNU #JNUAzaadiLeague #shutdownJNU #timesindia;"837351564377468929";https://twitter.com/vinaynk09/status/837351564377468929
;2017-03-02 22:47;0;0;"#BHUSpeaks india first. #shutdownJNU";;;#BHUSpeaks #shutdownJNU;"837351133995745287";https://twitter.com/vinaynk09/status/837351133995745287
;2017-03-02 22:44;170;108;"अगर देश विरोधी नारे और पोस्टर लगाना #FreedomofSpeech है,तो ऐसे लोगो को ठोकना हर हिन्दुस्तानी का #FreedomOfAction है!! #ShutDownJNU pic.twitter.com/GTANBfbXrS";;;#FreedomofSpeech #FreedomOfAction #ShutDownJNU;"837350434343804928";https://twitter.com/_Manish_pal/status/837350434343804928
;2017-03-02 22:34;0;0;"Best University of 2017 is #JNU the date not so long to #HafeezSaeed will come and speech of #FreedomOfSpeech in #JNU . #ShutDownJNU";;;#JNU #HafeezSaeed #FreedomOfSpeech #JNU #ShutDownJNU;"837347960564350976";https://twitter.com/Rakesh123pandey/status/837347960564350976
;2017-03-02 15:03;0;0;"when u study free on ppls hard earned tax money u will get these kind of rotten thoughts... #ShutdownJNU";;;#ShutdownJNU;"837234522785726464";https://twitter.com/SSSSSSARATH/status/837234522785726464
;2017-03-02 12:25;0;2;"#DUFightsAntiNationals Right step!..But time to totally #BanCampusPolitics #ShutdownJNU take action agnst seditious sloganeering culprits.";;;#DUFightsAntiNationals #BanCampusPolitics #ShutdownJNU;"837194538070360064";https://twitter.com/AbhayRishi28/status/837194538070360064
;2017-03-02 00:44;0;0;"@PMOIndia @narendramodi #ShutDownJNU https:// twitter.com/Isoumyas/statu s/836893015004282882 …";;@PMOIndia @narendramodi;#ShutDownJNU;"837018117058379776";https://twitter.com/vikash1226/status/837018117058379776
;2017-03-01 23:03;1;2;"अगर #देश_द्रोहियो का विरोध करना हमें #गंवार बताता है तो हमें गर्व है गंवार होने पर! _ #ShutDownJNU #GurmeharKaur @Javedakhtarjadu @JBMIS";;@Javedakhtarjadu @JBMIS;#द #ग #ShutDownJNU #GurmeharKaur;"836992860838748160";https://twitter.com/TusharAtreya/status/836992860838748160
;2017-03-01 22:52;1;2;"अगर #देश_द्रोहियो का विरोध करना हमें #गंवार बताता है तो हमें गर्व है गंवार होने पर! _ #ShutDownJNU #GurmeharKaur @Javedakhtarjadu @JBMIS";;@Javedakhtarjadu @JBMIS;#द #ग #ShutDownJNU #GurmeharKaur;"836989995319644161";https://twitter.com/tyagige/status/836989995319644161
;2017-03-01 20:28;0;0;"#ShutDownJNU https:// twitter.com/SourabhPatodia /status/836924186736099328 …";;;#ShutDownJNU;"836953794172833793";https://twitter.com/yogesa/status/836953794172833793
;2017-03-01 20:06;0;0;"#shutdownJNU https:// twitter.com/Isoumyas/statu s/836893015004282882 …";;;#shutdownJNU;"836948361349496832";https://twitter.com/A2_delhi/status/836948361349496832
;2017-03-01 17:50;0;0;"tere jaise gawar passout hote hai jnu se jo india ko thodne ki baat karte hai ... tax barbad hi hua hai #shutdownjnu";;;#shutdownjnu;"836914106653290497";https://twitter.com/meindian1947/status/836914106653290497
;2017-03-01 12:52;0;1;"#ShutDownJNU as soon as possible. It is nursery rather college of terrorism We support #ABVP";;;#ShutDownJNU #ABVP;"836839048840949760";https://twitter.com/Sanjeevarora64/status/836839048840949760
;2017-03-01 12:11;0;0;"Jab #BharatKiBarbadiTak_BastarKiAzadiTakJangKarneWaleLonde_Londiya2YhiHaL - #ShutDownJNU / @PrakashJavdekar @DrGPradhan https:// twitter.com/anup_rathour/s tatus/836815465078980610 …";;@PrakashJavdekar @DrGPradhan;#BharatKiBarbadiTak_BastarKiAzadiTakJangKarneWaleLonde_Londiya2YhiHaL #ShutDownJNU;"836828705662111744";https://twitter.com/risutiwariRt/status/836828705662111744
;2017-03-01 08:10;0;0;"@ABVPDelhi करे तो हिंसा और "भारत तेरे टुकड़े होंगे बोलने वाले" कुते के पिल्लै देश प्रेमी हो गये । #ShutdownJNU";;@ABVPDelhi;#ShutdownJNU;"836767976560844801";https://twitter.com/ItsurPANKAJ/status/836767976560844801
;2017-03-01 01:56;1;4;"देश का अपमान करने वाला, दंड का अधकारी होगा। देश के गद्दारो को सजा देने वाला, हर कोई क्रन्तिकारी होगा।। #ShutDownJNU pic.twitter.com/9dhXryET2A";;;#ShutDownJNU;"836674079910395904";https://twitter.com/durgeshawasth16/status/836674079910395904
;2017-02-28 22:53;0;0;"@anandmahindra @RNTata2000 @sudhirchaudhary i will ask all the taxpayer to stop paying taxes till #shutdownjnu";;@anandmahindra @RNTata2000 @sudhirchaudhary;#shutdownjnu;"836627932609134592";https://twitter.com/veer_birendra/status/836627932609134592
;2017-02-28 22:48;0;0;"Is bevkuff kanhaiya ko bahar kardo. Aur do char ke dande maro. Sab ke sab line mein aa jaynge. #ShutDownJNU";;;#ShutDownJNU;"836626605615140864";https://twitter.com/Rk123_06905/status/836626605615140864
