Youtube Corpus 68	https://www.youtube.com/watch?v=qnm2m8pnx5A
Comment1	So glad I decided to look back at your older post. Been dying to know what you thought about all that acid/water build up. <br />Please don&#39;t give up on YouTube. It&#39;s the only way some of us have to keep up with you. Much Love!
Comment2	Outstanding analysis, sulphur salts hot soup festering in a volcanic plug, steaming around the inner and outside edges.  She&#39;ll blow in a few months.
Comment3	Yes it&#39;s filling with water one meter a day
Comment4	When it blows loihi may show itself ..
Comment5	You know <br />Your thing<br />Cheers to<br />High school grads...small &quot;g&quot;<br />They said we couldn&#39;t<br />😀😀😀😀😀😀😀😀<br />🏁🏁🏁🏁🏁🏁👆🏁<br />🙏☝👆👍😀🌍🌎🌏💯✔🏁<br />We. .....   Did.......<br />No need for that &quot; toilet paper<br />On the wall &quot; <br />We did it ARE doing it with<br />The sweat hard work truth<br />Dignity from our hearts and minds and soul...spirit strength.⚡😀
Comment6	Cheeers 😀🏁<br />Mr. D
Comment7	Thank you as always
Comment8	4.2 quake here in Hutchinson Kansas! Several happened the past few days here!!
Comment9	MLthanks Dutch love your common sense
Comment10	Spooky - it looks like a demon with a long neck yelling 12: o&#39;clock position in the volcano pit. 😱
Comment11	God is trying to wake up his people
Comment12	Check out NCWQ! You well see some freinds there too!
Comment13	Funny, his video is no longer up.
Comment14	5 google ads hope you&#39;re getting paid
Comment15	Dude tell your wife Jamie is freaking HOT! Lol
Comment16	Happy Sunday Everyone!
Comment17	Did they shut u down Copper?  Just curious!
Comment 17.1	Debra McElderry copper is back up
Comment 17.2	Thank you,
Comment 17.3	Debra McElderry ikr. I checked back after chatting until 5 or 6 am and it was gone. I guess I’ll have to go do something productive now.  Have a good one.
Comment 17.4	Oh, I hope not! I went to bed, everything seemed fine. I&#39;m glad I found you 2, kind of bummed today
Comment 17.5	Bummer! Or she shut it down
Comment18	Hi guys
Comment19	Chicken why why went to Hawaii, Came back with a big black eye! <br /><br />Poi oh Poi this is a damn good report! I hope people prepare. Fukushima done fkd up all the Pacific and still leaking radiation!<br /><br />&quot;Wish&quot; sells cheap small drones, making sure you check their ratings on each account.<br /><br />Bible says that God says he will return to cleanse Earth not with water this time but with fire. Probably doesn&#39;t like all the man-made hybrids and GMO toxic foods and all the KILLING man is doing to animals. The first 10 commandments were written and broken. Moses rewrote the 2nd set and made the announcement to all. Some people believe the though shall not Kill was written for all life on the planet? Idk?<br /><br />D.U.M.B. are being build massively and fast across the globe. Research it. It is real!<br /><br />5G cellphone tech is a powerful and dangerous weapon...<br /><br />So much toxic chemical production... Some people believe there are is a buyer(s) of those chemicals and they are not from this world.<br /><br />Gold was is considered the most valuable item to possess if ever an apocalyptic event... Wouldnt food and water  be a better choice?
Comment 19.1	They have also run outta storage for the radioactive water over there where the waters are highly active and rising in Japan area, just a heads up! Highly Active! Much Healing Love and Protection to surround us all!
Comment 19.2	It’s always been about gold, eye see Illuminati Eye on our money here in America, just one form of mind control. There are many! You hit the nail right on the head!
Comment 19.3	Happy Haus Vids survival and coping skills are a must and wisdom &amp; knowledge are far better than fine gold! Wise to listen to those who already know survival skills cuz we already survived the streets and hell! Bless you abundantly! Fire purifies! Let’s heal the world and all Life here! 💘🙏🏽🌎✌️💖🌈
Comment 19.4	Happy Haus Vids 🙏🏽🌎✌️💖🥁💃😇🎯🤩💯📌💡🌈
Comment20	The center will collapse into the magma pool then it explodes. Like a super valcano ie. yellow stone
