Youtube Corpus 146	https://www.youtube.com/watch?v=U2d2uCCVF0A
Comment1	Yesterday asad down today asad don&#39;t down
Comment2	If turkey attack aleppo and i see my old school ruined or one of my family there dead, i will wait until im 18, fly from sweden to syria and help them fight and take down that stupid turkey
Comment3	Fuck you bbc  it&#39;s a invasion by USA an it&#39;s criminal militants
Comment4	Which leaves another power vacuum.
Comment5	More &#39;Bollocks&#39; from BBC, check out other news channels, remember words to describe are chosen carefully by them to sway your mind..
Comment6	BBC usually support the gov of Britain , since it is state funded, but as a Swede, I trust them far more than the American or local middle eastern propaganda TV!
Comment7	Thank god trump pulled out the never ending military playgrounds of Syria.
Comment8	Peace and security.. you mean war and corrupt.
Comment9	Fuck Turkey
Comment10	USA and Turkey GET THE FUCK OUT OF SYRIA YOU HAVE NO RIGHT TO BE THERE. STOP DESTABLIZING THE REGION. ENOUGH! YOU ARE SPREADING RADICALISM AND WE ARE PAYING FOR IT. GET THE FUCK OUT OF OUR COUNTRIES YOU HAVE NO RIGHT BEING HERE
Comment11	What happen to UN Peacekeepers?
Comment12	This is bullshit.  Where is the body like bin laden?  Baghdadi live’s in Washington D.C
Comment13	All wars are banker wars , The media , politicians and the whole USA , U.K. Can , Europe etc..... are corrupt and the cause of all wars
Comment14	デンジャラス
Comment15	I sense a war in the next mounth
Comment16	What will happen to Hande Ercel then...I have to go for her rescue 😍
Comment17	Hehe xD<br />Turkey sold out the ISIL commander for US to get out of Syria.<br />ANd now the commander is dead. And lets see if the US return back to Syria.
Comment 17.1	The US might return to secure the oil that turkey left for them, so that the price for unhindered offensive.
Comment18	🖕🦃❌
Comment19	Usa must stop turkey from its path this action could create genocide enough is enough  the world must come together to stop this nonsense to many warcrimes and innocent civilians has died in sirya put and end to this violence
Comment20	America kill alot of people in drone attack and call them taliban and isis butt they are farmers and poor people why u dont show to the world.. all news channels are slaves ahhh
Comment21	BBC is playing stupid role and giving wrong information.. please i invited u to come kashmir
Comment22	Turkey is the Devil.<br />May Allah punish these Terrorists. AMIN
Comment 22.1	Not Turkey Erdoğan is devil..
Comment23	Islam, always blame US for thier stupid war among them. What a joke of Muslims world
Comment24	BBC All they want is war, &amp; profits, Even here in the US we can see that the best case scenario is it all falls back under Assad, At least then people can go back to their lives &amp; back to work.  This Is a good thing, Yes the US helped the Kurds fight isis Being that we had a common enemy but that does not mean we were complete partners to defend them in their goal in a autonomous nation, Asad is no threat to us here in the US, he is stability And pretty much everyone in Syria is come to Wanting exactly that, So who are we to try to prevent that! Isis is done now it’s time to give it all back To the Syrian government
Comment25	Despite Turkey is a NATO member,  the western countries are trying to weaken to Turkey by using  the Kurdish separatists.  The Kurds have been attacking the Turks by using Syrian and Iraqi lands for years. They will no longer be able to do this shit because there will be 4 million Sunni Arabs between  Kurds and Turks. This was a plan of the Turkish deep state and they did it.. if  Kurds dare to attack  Turks as they used to,  Turks would strike  them back by using  Arabs. Sunni Arabs hate Kurds for their betrayal during the Iraq war. Millions of Arabs will learn Turkish and Turkish state will train these people and use them (already using tens of thousands as army backed and intelligence staff) in the army and intelligence or all over the middle east. Also these people will continue to be a joker against  european union that supports  pkk.  Turks accepted these refugees intentionally. This was the plan of  Turks from the beginning.  Stupid kurds  chose to get puppets of western countries  Instead of living in peace with the Turks.. The cards were shuffled again In the Middle East. The game is just beginning.
Comment26	2011+12=2023 or maybe 2024. Few more years left
Comment27	Asad regime What about USA regime
Comment28	Fuck Turkey  !
Comment29	Toyota, the Japanese car factory, seems to be doing well in this conflict. Sales seem to be going well.  :))))
Comment30	So ?? The war is still going on?
Comment31	BBC still calls it &quot;civil war&quot;, they think we are stupid
Comment 31.1	not today I agree i fear that this year 2020 is when it all collapses
Comment 31.2	@raymond sutton it will be uglier in some countries, yes.
Comment 31.3	not today when it hits it will be everywhere not just here for the simple fact that when we start every country that hates us will attack all at once I fear
Comment 31.4	@raymond sutton well in any case not in America but in the USA, hopefully it won&#39;t get  into Mexico. It will be brutal, good luck.
Comment 31.5	not today all mainstream media thinks that we are stupid and granted there are stupid people that listen and believe this crap and that is why we in America are heading to civil war. People need to wake up
Comment32	BBC Propaganda!
Comment33	this was foreseen....Syria and the Kurds are natural allies against the Turks, unless we intend to stay there forever leave them to it
Comment34	It always seem like all roads lead back to Putin and Russia. Seems like everything President Trump does and says always leads back to Russia somehow. I swear hes Putin&#39;s man, doing whatever helps Russia and Putin out, hes gotta pay them back for winning the election for him. Wake up people, Republican or Democrat you need to see President Trump doesn&#39;t have the United States best interest in mind, he has HIS OWN best interest in mind. There&#39;s dumb people on both sides of the aisle, we need to put the differences aside and get President Trump out of office and get someone in there that is going to really help out the United States, not just their self... The American people come first, its sad that some would rather work with Russia then the Democratic Party
Comment35	Lets not forget that President Trump did not pull out all the troops! He left anywhere from 150-350 Soliders who are staying to &quot;Guard&quot; the Syrian Oil Fields... we can&#39;t protect the Innocent Civilians that are being killed for no reason, but we can protect the oil fields to make sure the enemy doesn&#39;t get a hold of them. I guess you can&#39;t make money off innocent civilans so President Trump didn&#39;t care about them, he only cared about  the oil field that he can make money off of.
Comment36	B.B.C Propaganda...<br />Fuck BBC !!
Comment37	BAS KOYMUSUM SURİYE NIN YOLUNA!
Comment38	For fuck sake... can everyone just get the fuck out of my country and leave us be?!?!?
Comment39	Erdogan is a arrogant fool who was no respect for innocent lives!! He has become what he claims to be against!
Comment40	Assad and kurds are rascist or fascist version shiite Nazi.. <br /><br />Long live Erdogan
Comment 40.1	Aedi Asnaini the Arabs will kick the ass of Turks again. It was done before in ww1 and will be done again. Fuck erdogan
Comment41	It is always the Kurds who have to suffer!!!
Comment42	Do they not all wanth to study medicine when young people are interviewed by journalists? Strange??
Comment43	"A new Front indeed. Peace is coming to the Middle East despite the howls of protest from the West who are obsessed with war and civil unrest. Thank you Mr. Putin :)<br /><a href=""https://www.zerohedge.com/geopolitical/luongo-new-middle-east-thanks-putin"">https://www.zerohedge.com/geopolitical/luongo-new-middle-east-thanks-putin</a>"
Comment44	1916:&quot;You are a pro-German!&quot;<br />1942: &quot;You are a nazi!&quot;<br />1960:&quot;You are a communist!&quot;<br />2001:&quot;You are Al-Qaeda militant!&quot;<br />2019:&quot;You are a terrorist!&quot;
Comment45	Gee Turkey is part of the European Union.  I&#39;m pretty sure this is a European problem.  We&#39;ve shoved the better part of a trillion dollars into European packets a year via NATO.  Maybe they can stop polishing their brass for a minute and take care of business.
Comment46	Fuck Trump the fat bigot
Comment 46.1	No Man&#39;s Land fuck erdogan khinzir
Comment47	PBB stupid 🤜🤜🤜
Comment48	usa stupid🤜🤜🤜
Comment49	"now from this region is responsible turkey!You think too much about your people and your land!You&#39;ve been doing it for 8 years. GOD cursed you and destroys you syrie!!!!  what are you talking about  your country has disappeared  you will obey the Turks!!!! <br />otherwise you will live as an asylum seeker in the world.....   <br />responsible for all wars in the middle east   İSRAEL ..... Israel wants Syrian territory this is the cause of war."
Comment 49.1	onur can ottoman was destroyed long ago and this filthy erdogan is thinking to revive this stupid empire again against the Arabs
Comment50	don&#39;t ever trust the policy of the US government it&#39;s a double standard and you&#39;ll be on the losing end.
Comment51	International reaction probably 1st chain edorgan wanted... What we need is don&#39;t give that in the way he expected... The real problem isn&#39;t with kurdish or syria... But edorgan party necessary in turkey internal politics.. An classic dictatorial measure, to use military campaign to solve poor internal popularity.. Especially for region under islam conservative influence, with delusion of empire superiority... <br /><br />N in edorgan case, where most turkish influenced by im, sence of military n international politics ascendancy should fulfil the delusion from their ppl main ideology... The dominant power to lead over other islamic region... Rising delusional trend of rising caliphate empire is practice way for edorgan, to leverage his popularity among his ppl...<br /><br />While their army mess around, we can lure political field under our own issue to break the source of their motive... Make enemy stage as their graveyard... 💀
Comment52	Toyota <br />Let’s Go Places
Comment53	Накрашенными детьми больше не трясут!!
Comment54	What if we just colonized the middle East again it was better then, no terrorism, no useless wars and no dictatorships.
Comment55	more like former nato member.
Comment56	It&#39;s all fake. Footage from 2013??? Fake.
Comment57	civil war ??  it&#39;s an invasion , america invade syria todestroy it  and to steal the serian land , it&#39;s all about israel stupid
Comment58	Don&#39;t fire the fuel of destruction
Comment59	Since when do BBC call the syrian government a government ?<br />playing both sides? huh? regime?
Comment60	Bullshit American will collapse the whole world .
Comment61	Shut up liers
Comment62	Why there are no sactions on India
Comment63	The US left like cowards. Thanks to stop Trump.
Comment64	Do not trust the Turks. Cease fire means preparation.
Comment 64.1	Fuck you what are you Greek by any chance.
Comment65	fake news agency :D :d :D this is bullshit
Comment66	Wanna know how to stop the war , esspecially midle east ??.<br />Tell to US and all their ally to stop greedy on other country oil.<br />Tell them To stop act like a earth police.
Comment67	America doing what they do best....blood of innocents is on USA and it allies
Comment68	Trump stop this nonsense just like it backed out of the deal over Iran causing motorboat to the mall and travel around the world
Comment 68.1	You do realise if he didnt leave the border he would have lost a big ally syria means nothing to America turkey does as they have an army and with ww3 around the corner he would want big allies
Comment69	I want to win the turkey
