Youtube Corpus 8	https://www.youtube.com/watch?v=DQrI7W6OFAI
Comment1	"Listen to the full interview: <a href=""https://www.bbc.co.uk/sounds/play/p07t2zwz"">https://www.bbc.co.uk/sounds/play/p07t2zwz</a>"
Comment 1.1	BBC. Your propaganda is bullshit.
Comment 1.2	bbc why do think people want to watch a interview of a mentally ill 70 year old man talking about having his penis cut of at 65 years old even the lgbtq pepole hate this man  he is not woman and never will be
Comment 1.3	I promte Bigfoot
Comment 1.4	Stop promoting metal illness!!!! Next thing BBC will be promoting Pedophiles...
Comment2	lets talk how bruce killed someone and payed them to make it all go away
Comment3	A dude like Markel
Comment4	&quot; she&#39;s an Olympic decathlon champion&quot;...UM, NO! the &quot;olympic decathlon champion&quot; was a MAN named &quot;BRUCE jenner&quot;. you can&#39;t mix and match your shit, pick one.
Comment5	This is a man, you can&#39;t just be a women because you want, it is biological
Comment6	Looks like frankenstein ! This is not a female !
Comment7	I can&#39;t stand this creature
Comment8	Hi Bruce Jenner
Comment9	What a waste of air time and British TV licence payers money.
Comment10	Sad times we live in. He will never be a woman. &quot;Transitioning&quot; is what &quot;I had to do to live&quot;. In other words, it&#39;s about him and no one else. If he continues on this path, his next life will be eternally unpleasant, to say the least.
Comment11	destroy all progressive values, before they destory you.
Comment12	He&#39;s not a woman, you sub-50-IQ dimwits!
Comment13	He is such a fabulous lady!
Comment14	Buckle up buckaroos!
Comment15	&quot;Buckle up Buckeroo!&quot;
Comment16	&quot;I want my legacy to be that I made a difference&quot;. Seems it doesn&#39;t matter if it is a good or a bad difference as long as something changes and it venerates him. Jenner is the ultimate narcissist.
Comment17	Would have been interesting to hear her views on trans women competing in female sports.
Comment 17.1	@Joe Bloggs. &quot;grow up&quot;? LOLLLLL. You are literally defending someone who is playing make believe like a child. &quot;Look, mom, I&#39;m an elephant! Look, mom, I&#39;m a kitten! Look everyone, I&#39;m a woman with a penis!&quot;
Comment 17.2	@A B C grow up. She isn&#39;t bothering you. You sound bitter, are you trapped in the wrong body? Have courage and be yourself 😘
Comment 17.3	&quot;his&quot; views
Comment18	Welcome to the freak show ladies and gentlemen
Comment19	WHY are you giving this MAN any airtime,no one cares about this transvestite MALE.....YOOO BRUCE YOU WEIRDO...LOL..
Comment20	Labour votes write here
