Youtube Corpus 50	https://www.youtube.com/watch?v=sQ5S0LNtXKE
Comment1	Fun times❣️😍
Comment2	He is so Adorable Copper💕🤭
Comment3	Wonderful he is getting so grown up. Thank you for sharing ML from Scotland 💫❤️
Comment4	It’s hard to believe my son is 23 now. How time flys..cute video brought back memories ty 4 sharing.
Comment5	He&#39;s just great Cops! Love it. Also love your... scooter? Electric? I want one! x
Comment 5.1	"Hey Janet!  <a href=""http://travelscoot.com/"">TravelScoot.com.</a>.. I&#39;ve had mine for 7 yrs with no probs at all :D"
Comment6	Yaaaaaa oliver, good job. Lol
Comment7	Next he will want a tattoo and playing cards clothes pinned to the fenders to strike the spokes and make that Harley Davidson sound.
Comment8	OH my.  Flashbacks to my training wheel days (skinned knees and all).<br />Helmets create a false sense of security. If GOD wanted us to wear helmets...;)
Comment9	Lol
Comment10	You go Oliver!
Comment11	Way to go little bike man, bravo! He is growing up, be proud nana copper!   P.S. Sorry you are off the stream, copper. ML to all of you!
Comment12	Aww those bikes are great
Comment13	Practise makes perfect 👏👏 👍👍😁 What a joy he is 😂💖
Comment14	Where&#39;s the quake reports?????
